Gene,Metabolite,Correlation
Dapma7bEVm006006,343_0369765,-0.586280995
Dapma7bEVm006032,343_0369765,-0.604512714
Dapma7bEVm006056,343_0369765,-0.500167791
Dapma7bEVm005921,344_0600965,-0.50329525
Dapma7bEVm005551,344_9990072,-0.528939353
Dapma7bEVm005585,354_1019095,-0.503270763
Dapma7bEVm005551,359_0145206,-0.507943996
Dapma7bEVm005551,360_0153388,-0.510684674
Dapma7bEVm005551,360_0178904,-0.513322848
Dapma7bEVm005551,368_960866,-0.501544636
Dapma7bEVm006032,368_960866,-0.535678585
Dapma7bEVm005551,382_9491381,-0.500973598
Dapma7bEVm005585,382_9491381,-0.512573227
Dapma7bEVm006032,382_9491381,-0.504529057
Dapma7bEVm005585,383_1031398,-0.531661287
Dapma7bEVm006032,383_1031398,-0.506537716
Dapma7bEVm005551,384_9914579,-0.502122585
Dapma7bEVm006032,384_9914579,-0.517374078
Dapma7bEVm006032,392_0118514,-0.524368077
Dapma7bEVm005551,394_9953627,-0.566944762
Dapma7bEVm005585,394_9953627,-0.531363999
Dapma7bEVm006006,394_9953627,-0.521800458
Dapma7bEVm006032,394_9953627,-0.593844906
Dapma7bEVm005551,397_1189827,-0.507390572
Dapma7bEVm005585,397_1189827,-0.544286401
Dapma7bEVm005775,397_1189827,-0.511527532
Dapma7bEVm006006,397_1189827,-0.528737623
Dapma7bEVm006032,397_1189827,-0.564347929
Dapma7bEVm006032,399_0072781,-0.515218813
Dapma7bEVm006032,400_058901,-0.502196484
Dapma7bEVm005551,406_0247706,-0.519711588
Dapma7bEVm006032,406_0247706,-0.531692599
Dapma7bEVm005551,406_0275931,-0.524678719
Dapma7bEVm006032,406_0275931,-0.514265311
Dapma7bEVm005551,411_0245383,-0.575835547
Dapma7bEVm005585,411_0245383,-0.571907937
Dapma7bEVm005775,411_0245383,-0.53366962
Dapma7bEVm006006,411_0245383,-0.564907654
Dapma7bEVm006032,411_0245383,-0.596096595
Dapma7bEVm006032,413_0228582,-0.515169943
Dapma7bEVm005551,420_0401365,-0.505552854
Dapma7bEVm005775,420_0401365,-0.546941219
Dapma7bEVm006032,420_0401365,-0.536392937
Dapma7bEVm005551,425_0400369,-0.563649452
Dapma7bEVm005585,425_0400369,-0.538244883
Dapma7bEVm005775,425_0400369,-0.51901637
Dapma7bEVm006006,425_0400369,-0.539026957
Dapma7bEVm006032,425_0400369,-0.56894392
Dapma7bEVm005551,428_0464016,-0.505183175
Dapma7bEVm005585,428_0464016,-0.508590754
Dapma7bEVm005775,428_0464016,-0.523708119
Dapma7bEVm006006,428_0464016,-0.533536778
Dapma7bEVm006032,428_0464016,-0.54658531
Dapma7bEVm006056,428_0464016,-0.532068452
Dapma7bEVm005585,429_0930429,-0.532092409
Dapma7bEVm006006,429_0930429,-0.505941885
Dapma7bEVm005585,437_0017034,-0.500699984
Dapma7bEVm006032,437_0017034,-0.552730583
Dapma7bEVm006032,450_0282925,-0.50179423
Dapma7bEVm005551,450_9638642,-0.507743081
Dapma7bEVm006032,450_9638642,-0.536351514
Dapma7bEVm006032,479_0122342,-0.503888506
Dapma7bEVm006032,482_0107077,-0.500716671
Dapma7bEVm005585,493_0280264,-0.530515301
Dapma7bEVm006006,493_0280264,-0.528220411
Dapma7bEVm006032,493_0280264,-0.528269485
Dapma7bEVm006032,495_0263598,-0.500934316
Dapma7bEVm005551,593_270462,0.564148625
Dapma7bEVm005585,593_270462,0.534553004
Dapma7bEVm005775,593_270462,0.598548145
Dapma7bEVm005895,593_270462,0.501312166
Dapma7bEVm006006,593_270462,0.544379167
Dapma7bEVm005551,593_2767994,0.573333994
Dapma7bEVm005585,593_2767994,0.556896627
Dapma7bEVm005775,593_2767994,0.594956878
Dapma7bEVm006006,593_2767994,0.555073803
Dapma7bEVm006032,593_2767994,0.5180207
Dapma7bEVm005551,594_2738616,0.618582097
Dapma7bEVm005585,594_2738616,0.567764823
Dapma7bEVm005775,594_2738616,0.619476499
Dapma7bEVm006006,594_2738616,0.567297236
Dapma7bEVm006032,594_2738616,0.534753577
Dapma7bEVm006056,594_2738616,0.509429919
Dapma7bEVm005551,595_2924935,0.518923671
Dapma7bEVm005775,595_2924935,0.525378391
Dapma7bEVm006354,71_99878495,-0.534965245
Dapma7bEVm006419,71_99878495,-0.513302846
Dapma7bEVm006424,71_99878495,-0.506312096
Dapma7bEVm006354,72_99554843,-0.538957511
Dapma7bEVm006419,72_99554843,-0.510899593
Dapma7bEVm006354,78_5376322,-0.504042128
Dapma7bEVm006354,79_03601212,-0.510760345
Dapma7bEVm006354,95_01954538,-0.524350942
Dapma7bEVm006424,95_01954538,-0.500009153
Dapma7bEVm006354,96_03006329,-0.525467943
Dapma7bEVm006354,102_0224628,-0.558348561
Dapma7bEVm006419,104_0098431,-0.508461436
Dapma7bEVm006354,107_0080423,-0.528115309
Dapma7bEVm006432,107_0080423,-0.503090205
Dapma7bEVm006419,121_0235785,-0.505337108
Dapma7bEVm006354,121_9938554,-0.514985331
Dapma7bEVm006419,148_0150336,-0.52141506
Dapma7bEVm006354,155_0558511,-0.575819777
Dapma7bEVm006141,158_0304838,-0.515532789
Dapma7bEVm006196,158_0304838,-0.503966258
Dapma7bEVm006270,158_0304838,-0.508276331
Dapma7bEVm006354,158_0304838,-0.529702354
Dapma7bEVm006424,158_0304838,-0.527776848
Dapma7bEVm006432,158_0304838,-0.53038599
Dapma7bEVm006139,182_9630109,-0.507757002
Dapma7bEVm006141,182_9630109,-0.526429106
Dapma7bEVm006196,182_9630109,-0.535767199
Dapma7bEVm006354,182_9630109,-0.580586969
Dapma7bEVm006419,182_9630109,-0.554088328
Dapma7bEVm006424,182_9630109,-0.563757955
Dapma7bEVm006432,182_9630109,-0.555616701
Dapma7bEVm006116,183_0850225,0.516009587
Dapma7bEVm006141,183_9638,-0.533123545
Dapma7bEVm006196,183_9638,-0.543069013
Dapma7bEVm006354,183_9638,-0.575761383
Dapma7bEVm006419,183_9638,-0.566740338
Dapma7bEVm006424,183_9638,-0.554984862
Dapma7bEVm006432,183_9638,-0.549387151
Dapma7bEVm006141,184_9605497,-0.5338959
Dapma7bEVm006196,184_9605497,-0.540530003
Dapma7bEVm006354,184_9605497,-0.570856046
Dapma7bEVm006419,184_9605497,-0.561276345
Dapma7bEVm006424,184_9605497,-0.555341686
Dapma7bEVm006432,184_9605497,-0.550420883
Dapma7bEVm006139,186_0616645,-0.511539237
Dapma7bEVm006141,186_0616645,-0.521114618
Dapma7bEVm006196,186_0616645,-0.524476726
Dapma7bEVm006354,186_0616645,-0.592263053
Dapma7bEVm006419,186_0616645,-0.519640519
Dapma7bEVm006424,186_0616645,-0.550405833
Dapma7bEVm006432,186_0616645,-0.565505869
Dapma7bEVm006354,188_0409255,-0.531845895
Dapma7bEVm006419,188_0409255,-0.502086674
Dapma7bEVm006072,200_0772426,-0.579137101
Dapma7bEVm006139,200_0772426,-0.557779151
Dapma7bEVm006141,200_0772426,-0.58119211
Dapma7bEVm006196,200_0772426,-0.600997759
Dapma7bEVm006270,200_0772426,-0.516673659
Dapma7bEVm006354,200_0772426,-0.589851011
Dapma7bEVm006419,200_0772426,-0.564177708
Dapma7bEVm006424,200_0772426,-0.653902165
Dapma7bEVm006432,200_0772426,-0.650545083
Dapma7bEVm006569,200_0772426,-0.512704717
Dapma7bEVm006139,200_9735111,-0.509076613
Dapma7bEVm006141,200_9735111,-0.525371525
Dapma7bEVm006196,200_9735111,-0.538733924
Dapma7bEVm006354,200_9735111,-0.571572784
Dapma7bEVm006419,200_9735111,-0.549277743
Dapma7bEVm006424,200_9735111,-0.553708001
Dapma7bEVm006432,200_9735111,-0.553774977
Dapma7bEVm006141,201_9743187,-0.537713633
Dapma7bEVm006196,201_9743187,-0.545213641
Dapma7bEVm006354,201_9743187,-0.570566517
Dapma7bEVm006419,201_9743187,-0.562957745
Dapma7bEVm006424,201_9743187,-0.559616375
Dapma7bEVm006432,201_9743187,-0.555264433
Dapma7bEVm006354,213_0015638,-0.500433094
Dapma7bEVm006141,214_9893542,-0.50958354
Dapma7bEVm006196,214_9893542,-0.52951543
Dapma7bEVm006354,214_9893542,-0.528738976
Dapma7bEVm006419,214_9893542,-0.554216269
Dapma7bEVm006424,214_9893542,-0.536479846
Dapma7bEVm006432,214_9893542,-0.528701282
Dapma7bEVm006424,215_0519749,-0.505237752
Dapma7bEVm006432,215_0519749,-0.516179806
Dapma7bEVm006141,218_9844358,-0.515307561
Dapma7bEVm006196,218_9844358,-0.528298562
Dapma7bEVm006354,218_9844358,-0.557661556
Dapma7bEVm006419,218_9844358,-0.540014447
Dapma7bEVm006424,218_9844358,-0.534837978
Dapma7bEVm006432,218_9844358,-0.530661104
Dapma7bEVm006354,237_0980027,-0.522717699
Dapma7bEVm006354,264_0772566,-0.51239534
Dapma7bEVm006424,264_0772566,-0.505728827
Dapma7bEVm006432,264_0772566,-0.530210627
Dapma7bEVm006116,266_0343253,0.595773705
Dapma7bEVm006354,285_0828087,-0.568061258
Dapma7bEVm006270,295_1066289,-0.506974927
Dapma7bEVm006354,295_1066289,-0.520252093
Dapma7bEVm006270,305_0016376,0.510085579
Dapma7bEVm006354,144_9980713,-0.517439481
Dapma7bEVm006116,180_0641465,0.542655839
Dapma7bEVm006134,180_0641465,0.501996165
Dapma7bEVm006116,202_0471853,0.521204679
Dapma7bEVm006134,202_0471853,0.500705505
Dapma7bEVm006354,203_0200539,-0.511466588
Dapma7bEVm006354,203_0281616,-0.518642016
Dapma7bEVm006419,203_0281616,-0.506836414
Dapma7bEVm006196,210_0245447,-0.510008171
Dapma7bEVm006354,210_0245447,-0.537669619
Dapma7bEVm006196,228_0363422,-0.500796819
Dapma7bEVm006270,228_0363422,-0.503769003
Dapma7bEVm006354,228_0363422,-0.515059538
Dapma7bEVm006270,230_0520209,-0.529654189
Dapma7bEVm006354,230_0520209,-0.536668454
Dapma7bEVm006196,236_0525828,-0.517295438
Dapma7bEVm006354,236_0525828,-0.535916623
Dapma7bEVm006432,236_0525828,-0.515073118
Dapma7bEVm006116,241_0305254,0.50044109
Dapma7bEVm006273,241_0305254,0.520712637
Dapma7bEVm006116,243_0276561,0.507312045
Dapma7bEVm006116,248_0540115,0.556401224
Dapma7bEVm006072,258_0842264,-0.578840232
Dapma7bEVm006139,258_0842264,-0.517415086
Dapma7bEVm006141,258_0842264,-0.552714126
Dapma7bEVm006196,258_0842264,-0.574050837
Dapma7bEVm006270,258_0842264,-0.562888637
Dapma7bEVm006354,258_0842264,-0.563270854
Dapma7bEVm006419,258_0842264,-0.544645876
Dapma7bEVm006424,258_0842264,-0.56176273
Dapma7bEVm006432,258_0842264,-0.58866633
Dapma7bEVm006569,258_0842264,-0.502292242
Dapma7bEVm006116,270_0368693,0.528701668
Dapma7bEVm006072,272_0998631,-0.560201455
Dapma7bEVm006139,272_0998631,-0.532654767
Dapma7bEVm006141,272_0998631,-0.551873428
Dapma7bEVm006196,272_0998631,-0.570965915
Dapma7bEVm006270,272_0998631,-0.567175009
Dapma7bEVm006354,272_0998631,-0.582555441
Dapma7bEVm006419,272_0998631,-0.550679908
Dapma7bEVm006424,272_0998631,-0.567962409
Dapma7bEVm006432,272_0998631,-0.60094365
Dapma7bEVm006139,273_0389911,-0.515428405
Dapma7bEVm006354,273_0389911,-0.590354487
Dapma7bEVm006419,273_0389911,-0.524427103
Dapma7bEVm006424,273_0389911,-0.501380397
Dapma7bEVm006432,273_0389911,-0.536619842
Dapma7bEVm006234,277_1121521,0.525601422
Dapma7bEVm006234,278_1154715,0.510716566
Dapma7bEVm006234,281_1238426,0.508542251
Dapma7bEVm006116,284_0521787,0.536942787
Dapma7bEVm006134,284_0521787,0.525362102
Dapma7bEVm006270,286_0913182,0.504478115
Dapma7bEVm006354,298_0397508,-0.516121897
Dapma7bEVm006432,298_0397508,-0.501973527
Dapma7bEVm006166,300_1641329,0.534631833
Dapma7bEVm006192,300_1641329,0.541513126
Dapma7bEVm006234,300_1641329,0.561834986
Dapma7bEVm006425,300_1641329,0.518046242
Dapma7bEVm006354,300_9464292,-0.500173469
Dapma7bEVm006141,301_0267766,-0.518443359
Dapma7bEVm006196,301_0267766,-0.51934567
Dapma7bEVm006354,301_0267766,-0.558770568
Dapma7bEVm006419,301_0267766,-0.530022581
Dapma7bEVm006424,301_0267766,-0.529656491
Dapma7bEVm006432,301_0267766,-0.525081911
Dapma7bEVm006270,301_1100341,0.523479829
Dapma7bEVm006234,310_0605419,0.500943725
Dapma7bEVm006234,311_0543119,0.546170789
Dapma7bEVm006354,315_0055837,-0.545909295
Dapma7bEVm006419,315_0055837,-0.509903854
Dapma7bEVm006141,315_1156794,-0.500526161
Dapma7bEVm006196,315_1156794,-0.532955163
Dapma7bEVm006270,315_1156794,-0.503336243
Dapma7bEVm006354,315_1156794,-0.524476371
Dapma7bEVm006424,315_1156794,-0.534645509
Dapma7bEVm006432,315_1156794,-0.551648256
Dapma7bEVm006196,318_0557571,-0.519529034
Dapma7bEVm006354,318_0557571,-0.528275466
Dapma7bEVm006432,318_0557571,-0.504540621
Dapma7bEVm006354,319_0215703,0.521263893
Dapma7bEVm006270,327_0460572,0.502496618
Dapma7bEVm006196,329_0213144,-0.511464701
Dapma7bEVm006354,329_0213144,-0.559328189
Dapma7bEVm006419,329_0213144,-0.528306261
Dapma7bEVm006424,329_0213144,-0.527066015
Dapma7bEVm006432,329_0213144,-0.519647574
Dapma7bEVm006116,330_0570431,0.536697192
Dapma7bEVm006354,336_9397921,-0.507517514
Dapma7bEVm006141,343_0369765,-0.514658841
Dapma7bEVm006196,343_0369765,-0.533682201
Dapma7bEVm006354,343_0369765,-0.574562761
Dapma7bEVm006419,343_0369765,-0.523241118
Dapma7bEVm006424,343_0369765,-0.522514902
Dapma7bEVm006432,343_0369765,-0.529797703
Dapma7bEVm006116,344_0726688,0.515524986
Dapma7bEVm006116,366_0546027,0.510941233
Dapma7bEVm006354,380_0423049,-0.507772859
Dapma7bEVm006354,382_9491381,-0.531323253
Dapma7bEVm006141,394_9953627,-0.509917077
Dapma7bEVm006196,394_9953627,-0.515268959
Dapma7bEVm006354,394_9953627,-0.523639372
Dapma7bEVm006419,394_9953627,-0.514103119
Dapma7bEVm006196,397_1189827,-0.515335637
Dapma7bEVm006424,397_1189827,-0.503512921
Dapma7bEVm006432,397_1189827,-0.523757441
Dapma7bEVm006196,400_058901,-0.501080973
Dapma7bEVm006196,411_0245383,-0.523225481
Dapma7bEVm006354,411_0245383,-0.550735572
Dapma7bEVm006419,411_0245383,-0.524212106
Dapma7bEVm006424,411_0245383,-0.514837786
Dapma7bEVm006432,411_0245383,-0.513519206
Dapma7bEVm006270,413_1226441,0.520619869
Dapma7bEVm006196,420_0401365,-0.524040779
Dapma7bEVm006196,425_0400369,-0.505130867
Dapma7bEVm006354,425_0400369,-0.521012696
Dapma7bEVm006116,426_0757873,0.536389048
Dapma7bEVm006196,428_0464016,-0.529245247
Dapma7bEVm006354,428_0464016,-0.509908793
Dapma7bEVm006424,428_0464016,-0.53092738
Dapma7bEVm006432,428_0464016,-0.533246594
Dapma7bEVm006424,429_0930429,-0.518783938
Dapma7bEVm006270,434_9245323,0.505937398
Dapma7bEVm006354,450_9638642,-0.502705941
Dapma7bEVm006270,462_9170033,0.543185273
Dapma7bEVm006354,479_0122342,-0.505968473
Dapma7bEVm006354,493_0280264,-0.517211004
Dapma7bEVm006270,542_9601349,0.529654983
Dapma7bEVm006196,593_270462,0.552026712
Dapma7bEVm006354,593_270462,0.617243677
Dapma7bEVm006196,593_2767994,0.567098168
Dapma7bEVm006354,593_2767994,0.628416357
Dapma7bEVm006424,593_2767994,0.504286096
Dapma7bEVm006196,594_2738616,0.587002924
Dapma7bEVm006354,594_2738616,0.625341566
Dapma7bEVm006424,594_2738616,0.510537066
Dapma7bEVm006432,594_2738616,0.501356073
Dapma7bEVm006354,595_2860969,0.502669182
Dapma7bEVm006354,595_2924935,0.510537743
Dapma7bEVm006591,158_0304838,-0.517022308
Dapma7bEVm006591,182_9630109,-0.50795471
Dapma7bEVm006591,186_0616645,-0.526611056
Dapma7bEVm006864,189_1351334,-0.502607066
Dapma7bEVm006591,200_0772426,-0.547805794
Dapma7bEVm006591,200_9735111,-0.508263855
Dapma7bEVm006864,203_1508393,-0.516253913
Dapma7bEVm006864,211_0849944,-0.544891374
Dapma7bEVm007074,211_0849944,0.501497134
Dapma7bEVm006864,211_0913221,-0.50773332
Dapma7bEVm006728,264_0772566,-0.532707085
Dapma7bEVm006728,282_1016963,-0.524657979
Dapma7bEVm006728,295_1066289,-0.513520846
Dapma7bEVm006728,305_0016376,0.52442434
Dapma7bEVm007015,473_27215,0.504069062
Dapma7bEVm006591,178_9770747,-0.502470554
Dapma7bEVm006943,180_0641465,0.504212562
Dapma7bEVm006987,180_0641465,0.544116176
Dapma7bEVm006591,202_0234296,-0.505547972
Dapma7bEVm006987,202_0471853,0.511325726
Dapma7bEVm006591,203_0200539,-0.51857093
Dapma7bEVm006591,203_0281616,-0.50803815
Dapma7bEVm006728,210_0245447,-0.560012843
Dapma7bEVm006591,221_0805838,0.51467403
Dapma7bEVm006591,228_0363422,-0.512251969
Dapma7bEVm006728,228_0363422,-0.556154033
Dapma7bEVm006591,230_0520209,-0.523225247
Dapma7bEVm006728,230_0520209,-0.553215443
Dapma7bEVm006705,241_0305254,0.51113411
Dapma7bEVm006705,243_0276561,0.511598274
Dapma7bEVm006719,248_0540115,0.50167133
Dapma7bEVm006591,258_0842264,-0.582281356
Dapma7bEVm006728,258_0842264,-0.575550907
Dapma7bEVm006591,260_9821741,-0.515703902
Dapma7bEVm006591,272_0998631,-0.600367862
Dapma7bEVm006728,272_0998631,-0.582599024
Dapma7bEVm006591,273_0389911,-0.5258353
Dapma7bEVm006719,277_1121521,0.529241043
Dapma7bEVm006980,277_1121521,0.560692604
Dapma7bEVm006983,277_1121521,-0.514556647
Dapma7bEVm006719,278_1154715,0.518223747
Dapma7bEVm006980,278_1154715,0.55890457
Dapma7bEVm006983,278_1154715,-0.518584598
Dapma7bEVm006719,279_1079753,0.505055984
Dapma7bEVm006980,279_1079753,0.554492541
Dapma7bEVm006983,279_1079753,-0.526649194
Dapma7bEVm006719,281_1238426,0.50167174
Dapma7bEVm006980,281_1238426,0.528878458
Dapma7bEVm006943,284_0521787,0.527900528
Dapma7bEVm006987,284_0521787,0.534180183
Dapma7bEVm006728,286_0913182,0.502615319
Dapma7bEVm006705,300_1641329,0.553394431
Dapma7bEVm006719,300_1641329,0.570451127
Dapma7bEVm006748,300_1641329,0.530499075
Dapma7bEVm006942,300_1641329,0.535830158
Dapma7bEVm006980,300_1641329,0.524128566
Dapma7bEVm007074,301_1100341,0.517358766
Dapma7bEVm006728,310_0397478,-0.502106612
Dapma7bEVm006591,315_1156794,-0.519606694
Dapma7bEVm006728,315_1156794,-0.56070355
Dapma7bEVm006766,315_1156794,-0.509949357
Dapma7bEVm006591,342_9842593,-0.516546259
Dapma7bEVm006591,343_0369765,-0.533188796
Dapma7bEVm006728,343_0369765,-0.502785018
Dapma7bEVm006591,354_1019095,-0.527110697
Dapma7bEVm006591,360_0713082,-0.50212682
Dapma7bEVm006728,397_1189827,-0.521674528
Dapma7bEVm006591,411_0245383,-0.508258727
Dapma7bEVm007074,413_1226441,0.512743338
Dapma7bEVm006591,593_270462,0.536841022
Dapma7bEVm006591,593_2767994,0.528346577
Dapma7bEVm006591,594_2738616,0.585103977
Dapma7bEVm006591,595_2924935,0.536125962
Dapma7bEVm007190,71_99878495,-0.535940593
Dapma7bEVm007390,71_99878495,-0.509583999
Dapma7bEVm007190,72_99554843,-0.528011702
Dapma7bEVm007390,72_99554843,-0.508723624
Dapma7bEVm007190,95_01954538,-0.516585586
Dapma7bEVm007190,102_0224628,-0.521661292
Dapma7bEVm007190,104_0098431,-0.53575264
Dapma7bEVm007390,104_0098431,-0.506343042
Dapma7bEVm007190,107_0080423,-0.548921193
Dapma7bEVm007190,121_0235785,-0.52930827
Dapma7bEVm007190,121_9938554,-0.537565658
Dapma7bEVm007190,137_0297468,-0.503069478
Dapma7bEVm007190,138_9643966,-0.514234928
Dapma7bEVm007190,148_0150336,-0.519331163
Dapma7bEVm007190,155_0558511,-0.526672651
Dapma7bEVm007190,158_0304838,-0.577834356
Dapma7bEVm007597,158_0304838,-0.503620663
Dapma7bEVm007190,182_9630109,-0.596846136
Dapma7bEVm007390,182_9630109,-0.548121115
Dapma7bEVm007433,182_9630109,0.501736511
Dapma7bEVm007597,182_9630109,-0.517744077
Dapma7bEVm007190,183_9638,-0.610853124
Dapma7bEVm007390,183_9638,-0.528932877
Dapma7bEVm007190,184_9605497,-0.607316628
Dapma7bEVm007390,184_9605497,-0.537515983
Dapma7bEVm007092,186_0616645,-0.520514546
Dapma7bEVm007190,186_0616645,-0.576482451
Dapma7bEVm007249,186_0616645,-0.500144276
Dapma7bEVm007597,186_0616645,-0.515295165
Dapma7bEVm007190,188_0409255,-0.549897152
Dapma7bEVm007092,200_0772426,-0.534028856
Dapma7bEVm007190,200_0772426,-0.685121337
Dapma7bEVm007239,200_0772426,-0.519530013
Dapma7bEVm007390,200_0772426,-0.541800267
Dapma7bEVm007597,200_0772426,-0.580633512
Dapma7bEVm007190,200_9735111,-0.592680227
Dapma7bEVm007390,200_9735111,-0.538258277
Dapma7bEVm007597,200_9735111,-0.530030642
Dapma7bEVm007190,201_9743187,-0.611610476
Dapma7bEVm007390,201_9743187,-0.537681851
Dapma7bEVm007597,201_9743187,-0.505591967
Dapma7bEVm007190,202_0565338,-0.508318848
Dapma7bEVm007615,203_1508393,0.521637694
Dapma7bEVm007190,214_9893542,-0.585197635
Dapma7bEVm007390,214_9893542,-0.546466099
Dapma7bEVm007190,215_0519749,-0.548261295
Dapma7bEVm007190,218_9844358,-0.587959706
Dapma7bEVm007390,218_9844358,-0.500896793
Dapma7bEVm007190,264_0772566,-0.557723576
Dapma7bEVm007157,266_0343253,0.571881978
Dapma7bEVm007516,283_0856581,0.514364462
Dapma7bEVm007190,285_0828087,-0.547763663
Dapma7bEVm007615,305_0016376,0.507493492
Dapma7bEVm007190,144_9980713,-0.5295979
Dapma7bEVm007157,180_0641465,0.523088727
Dapma7bEVm007335,180_0641465,0.511169667
Dapma7bEVm007190,202_0234296,-0.516820502
Dapma7bEVm007190,203_0200539,-0.513782111
Dapma7bEVm007190,203_0281616,-0.531387864
Dapma7bEVm007190,204_0250246,-0.50637289
Dapma7bEVm007190,210_0245447,-0.552366044
Dapma7bEVm007190,228_0363422,-0.537736968
Dapma7bEVm007190,230_0520209,-0.547437699
Dapma7bEVm007190,236_0525828,-0.535249937
Dapma7bEVm007390,236_0525828,-0.518472039
Dapma7bEVm007126,241_0305254,0.504061319
Dapma7bEVm007190,243_015558,-0.507764973
Dapma7bEVm007157,248_0540115,0.516198624
Dapma7bEVm007190,258_0842264,-0.630189149
Dapma7bEVm007505,258_0842264,-0.528350318
Dapma7bEVm007507,258_0842264,-0.542248631
Dapma7bEVm007597,258_0842264,-0.563923943
Dapma7bEVm007092,272_0998631,-0.500394731
Dapma7bEVm007190,272_0998631,-0.621064927
Dapma7bEVm007505,272_0998631,-0.514190101
Dapma7bEVm007507,272_0998631,-0.536710393
Dapma7bEVm007597,272_0998631,-0.577117539
Dapma7bEVm007092,273_0389911,-0.546694306
Dapma7bEVm007190,273_0389911,-0.53034267
Dapma7bEVm007390,273_0389911,-0.514272594
Dapma7bEVm007615,275_0965013,0.504573534
Dapma7bEVm007615,277_0922419,0.522844908
Dapma7bEVm007601,277_1121521,0.52054622
Dapma7bEVm007615,277_1121521,0.528693748
Dapma7bEVm007601,278_1154715,0.514969681
Dapma7bEVm007615,278_1154715,0.502798492
Dapma7bEVm007601,279_1079753,0.517263229
Dapma7bEVm007615,279_1079753,0.530182024
Dapma7bEVm007157,284_0521787,0.501705495
Dapma7bEVm007335,284_0521787,0.516128125
Dapma7bEVm007190,298_0397508,-0.539695811
Dapma7bEVm007180,300_1641329,0.534450684
Dapma7bEVm007195,300_1641329,0.528154505
Dapma7bEVm007579,300_1641329,0.523410329
Dapma7bEVm007190,300_9464292,-0.526778766
Dapma7bEVm007190,301_0267766,-0.580637017
Dapma7bEVm007390,301_0267766,-0.50364475
Dapma7bEVm007190,310_0090783,-0.505892354
Dapma7bEVm007190,310_0397478,-0.507431165
Dapma7bEVm007507,313_9743279,-0.532675155
Dapma7bEVm007190,315_0055837,-0.546079256
Dapma7bEVm007507,315_0354776,-0.538139415
Dapma7bEVm007190,315_0419893,-0.520504293
Dapma7bEVm007190,315_1156794,-0.580053537
Dapma7bEVm007507,315_1156794,-0.504867675
Dapma7bEVm007597,315_1156794,-0.520190606
Dapma7bEVm007190,318_0557571,-0.536506451
Dapma7bEVm007390,318_0557571,-0.507287626
Dapma7bEVm007190,329_0213144,-0.568977861
Dapma7bEVm007390,329_0213144,-0.50530955
Dapma7bEVm007190,343_0369765,-0.576636064
Dapma7bEVm007390,343_0369765,-0.517127669
Dapma7bEVm007190,354_1019095,-0.502761858
Dapma7bEVm007190,382_9491381,-0.534767896
Dapma7bEVm007433,382_9491381,0.507117409
Dapma7bEVm007190,383_1031398,-0.517646414
Dapma7bEVm007190,392_0118514,-0.502561396
Dapma7bEVm007190,394_9953627,-0.54748487
Dapma7bEVm007190,397_1189827,-0.548031704
Dapma7bEVm007190,400_058901,-0.505811593
Dapma7bEVm007190,406_0247706,-0.501097112
Dapma7bEVm007190,406_0275931,-0.505356079
Dapma7bEVm007190,411_0245383,-0.564750478
Dapma7bEVm007190,420_0401365,-0.509784719
Dapma7bEVm007190,425_0400369,-0.541282277
Dapma7bEVm007190,428_0464016,-0.548043323
Dapma7bEVm007190,437_0017034,-0.505615131
Dapma7bEVm007190,493_0280264,-0.538513516
Dapma7bEVm007190,593_270462,0.527186473
Dapma7bEVm007190,593_2767994,0.538857299
Dapma7bEVm007249,593_2767994,0.508739251
Dapma7bEVm007190,594_2738616,0.555459731
Dapma7bEVm008102,186_0616645,-0.500362304
Dapma7bEVm007975,200_0772426,-0.579757905
Dapma7bEVm008102,200_0772426,-0.589445282
Dapma7bEVm007975,264_0772566,-0.516159156
Dapma7bEVm008106,291_0707501,-0.508539061
Dapma7bEVm007951,180_0641465,0.535675526
Dapma7bEVm007951,202_0471853,0.52567433
Dapma7bEVm007975,210_0245447,-0.526404352
Dapma7bEVm007975,228_0363422,-0.505489131
Dapma7bEVm007951,248_0540115,0.503821192
Dapma7bEVm007975,258_0842264,-0.595474612
Dapma7bEVm008102,258_0842264,-0.530580128
Dapma7bEVm007975,272_0998631,-0.597148543
Dapma7bEVm008102,272_0998631,-0.546693685
Dapma7bEVm008091,277_1121521,-0.505734639
Dapma7bEVm007743,278_0352803,0.501635252
Dapma7bEVm007951,278_0352803,0.555793009
Dapma7bEVm008091,278_1154715,-0.509247076
Dapma7bEVm007951,284_0521787,0.526849445
Dapma7bEVm008129,300_1641329,0.536940666
Dapma7bEVm007724,304_0342597,-0.514245951
Dapma7bEVm007975,315_1156794,-0.583962976
Dapma7bEVm008102,315_1156794,-0.505700533
Dapma7bEVm007724,328_0450796,-0.518527975
Dapma7bEVm007951,338_055618,0.506750917
Dapma7bEVm007975,397_1189827,-0.555959935
Dapma7bEVm007951,420_0588266,0.500022116
Dapma7bEVm007951,442_0407978,0.527585318
Dapma7bEVm008455,102_0224628,-0.501976972
Dapma7bEVm008403,104_0098431,-0.507783695
Dapma7bEVm008403,107_0080423,-0.547522157
Dapma7bEVm008403,121_9938554,-0.520646472
Dapma7bEVm008403,148_0150336,-0.513932103
Dapma7bEVm008403,155_0558511,-0.528879585
Dapma7bEVm008403,158_0304838,-0.555845454
Dapma7bEVm008455,158_0304838,-0.513738097
